tweet_stemmed;target_new
langgar uu prioritas nyawa rakyat nyepelekan pandemi yg obat vaksin yg paten bukti prokes smpe skrg rakyat jg yg susah trmasuk cebong vaksin syarat administrasi klo cebong yg gak vaksin emang bebas gitu pergi;0
oichiyou iyh vaksin ampe malem gel;1
vaksin nungguin moderna dapetnya astra zeneca;1
sumpah vaksin gel bekas sunti sampe ya;0
skshinichiro bah vaksin p;1
kendor terap protokol sehat vaksin;1
data duduk data pilih aja acakadut data vaksin aplikasi dn hubung scr internacionale pulak hebat gak mgkn gk py asumsi negatif ttg yg memgalahkan asumsi;0
vaksin pas enjus nya sakit;0
arilalfajri lapar ih vaksin sarap;1
radenrauf habis vaksin kemarin panas;0
gue abis vaksin mules mulu  ;0
yuhuuu abis vaksin kampus dah gak turun jalan kampus astagfirullah ;1
vaksin ko kek pegell y;0
woii gwe udh slesei vaksin agk sakit tpi gkk pp w seteronk  ;1
bertanyarl sinovac vaksin emang mual nder minum air putih kalo mual kel  httpstcoxugbtjdrf;0
teman adik pi vaksin dewan bapa kena lepas dah selesai semak dokumen so pon nak then tugas igt student so jalan nak pi cucuk vaksin nampaknya muda mcm budak skolah ;1
abis vaksin ngerangkum ga gel tuh ;1
abis vaksin ngantuk banget;1
scklifes udah tuntas semangat dikaa turut sakit vaksin kalo abis suntik nggak bikin nyut nyut;1
atur commuterline gak gua vaksin x nunjukin aplikasi pedulilindungi kalo pas periksa gate in ngecek mall org blm vaksin pake akun aplikasi pedulilindungi udah vaksin gajelas;0
habis vaksin lemes bgt;0
vaksin ;0
convomf aja nder vaksin bagus usaha;1
vaksin selamat lindung lindung;1
koperrbirruuu udh vaksin nih  ;1
sedih ah tengok story gi vaksin ni;1
seronok tengok kawankawan tarikh vaksin;1
covid ramai yg vaksin bebas mana sbb takde sakit jangkit covid ni bahaya orang raja had gera org yg ambik vaksin ni bahaya org;0
anti vaksin fakta vaksin kurang resiko kalah covid ta  httpstcodncttfov;1
vvntre tunggu vaksin wkwkwk;1
markonah vaksin kepala pusing alhamdulillah sehat;1
bismabara gojekmilitan pakaipeci lfthada rakyat gantung sm vaksin;0
gjdi vaksin gais gegara ban bocor astafirullah;0
suruh vaksin vaksin bnyak yg susah vaksin xixixi lengah dikit gerbang wna buka varian ntar nanges;0
juni vaksin astrazeneca gaia mall dosis langsung ya dosis sinovac;1
iya udah daerah gera vaksin ajar abis vaksin sekolah gak langsung sekolah barusan pas denger berita kek yaampun parah banget platform berita yg prediksi akhir kalo gin trus;1
o aaaa selamat vaksin anak   moga sehat selaluuu;1
itsnayoon vaksin aman aja sih;1
asekk uda vaksin niee ;1
susah nau amik sub ni multi task u skjp fizik skjp jumpa pasal vaksin  ;0
aaa vaksin degdegan bgt hshsh;1
yeayyyy udah vaksin bentar jdi titan ;1
laksana vaksin merdeka smk sore tulungagung jalan lancar;1
abis vaksin nih ;1
moonareas gue udah vaksin;1
vaksin sakit ya;0
iyap selesai vaksin aqua minum teh anget habis selesai nunggu menit observasi pas tote bag isi;1
windaakaniaa im ffoodfess udah bulan udah vaksin jugaa;1
abis vaksin dosis lapar udah makan siang ;1
vaksin gel lt;0
bybabykim lepas vaksin cantik lahhhhhh ;1
turun laju infeksi covid putus mata rantai pandemi covid lindung generasi derita infeksi covid vaksin percepatkekebalankomunal capai herd immunity;1
warga melbourne protes mandat vaksin ratus demonstran turun jalanjalan kota besar australia p  httpstcowhilpqtn;0
tagonphile asa adik vaksin;1
ppv teluk kemang pd n walk in full byk kena halau vaksin suruh dtg esok lusa ramai warga pd tiada vaksin yg dpt org sbelum mcm kat kl;0
vaksin punca mak ndak awak tinggal vaksin ni fungsi topi keledar or seat belt raja wajib pakai still jugak mati accident dah pakai vaksin ni ikhtiar langkah cegah je;1
kalo kabar gin lengah ntar sampe deh ttp patuh protokol ya tmn udh vaksin abai protokol;1
kacau sih tugas gak pake masker gak tegur amp dibiarin masuk daftar online gak dapet jatah  httpstcomlraqvcqf;0
harap titan moderna vaksin tumbang gagal titan;0
at this point ngikutin bunda ngasih tau org udh vaksin tuh nggak apaapa;1
abis vaksin emang sakit ya pdhl yg gak rasa tp yg sakit plss ;1
tuju pasai jawat awam yg antivacc ni sbnrnya pstu orang awam psai mentality  tu kerja raja tk ambik and percaya vaksin ;0
cedvric samaaa anak bentar vaksin;1
cepat ga asa udah aja aqu mama aqu vaksinasi covid rabu september kompas gramedia jakarta pusat   makacih joko widodo vaksin covid gratis        ;1
si vaksin moderna yg kipinya ga maen maen;0
vaksin moots byebyee;1
vaksin gagal negaranegara vaksinasi israel milik wabah orang vaksinasi;0
dwekkiie hy luna congrats udah vaksin janlup minum paracetamol kalo udah ngerasa demam  vaksin yg astra sinovac;1
buset dah vaksin dosis nyuntiknya pake jarum ya ngebet bat;0
abis vaksin dosis;1
polda riau salur dosis vaksin vaksinasi merdeka serentak pekanbaru httpstcoktjowftk;1
davajunkyu semangat vaksin nyaa  ;1
refrizalskb insya allah presiden orang vaksin covid laku manusia;0
memgibaratkan vaksin pake helm kendara klo celaka meminimalisir eh begug klo ngak celaka ya jangn keluyur bengal;1
selesai vaksin tau live;1
bharianmy ahli parlimen sorang de bawa isu aefi mati akibat vaksin covid peka lansung pekak;0
haikayin vaksin mba grgr kmrn bentrok sm jadwal sidang;0
itsnayoon liat rep nya ko rem  jd takut vaksin  ;0
cepat ga asa udah aja aqu mama aqu vaksinasi covid rabu september kompas gramedia jakarta pusat   makacih joko widodo vaksin covid gratis        ;1
bisaa om ku jdi dagang kola situ trs murid sampe dagang jg vaksin yaudahlah om ku ngajakin aunty hehe biar   ;1
moviemenfes iyaaa vaksin;1
yg gmw vaksin pake bw ayat dr kitab wahyu ttg org yg tanda vaksin chip nya genap kitab wahyu serah lo deh pusing gw monangis liat org kek gin;0
sdf yg vaksin tp gapake apk pedullindun ga hpku hp jadul gabisa install apknya krn perangkat ga kompatibel daftar webkah trimakasih;0
kalo vaksin dosis daftar aja;1
after vaksin rasa h tambah mood yg amburadul ku hambur orang  sekitar  ;0
vaksin dag dig dug ya ;1
dapet undang vaksin semarang jadwal jam jadwal kasih jam suruh terbang gmn nih ;0
polri gelar vaksinasi massal dosis gerai vaksinasi masyarakat vaksin covid gratis percepatkekebalankomunal capai herd immunity;1
turun laju infeksi covid putus mata rantai pandemi covid lindung generasi derita infeksi covid vaksin percepatkekebalankomunal capai herd immunity;1
menkominfo sebut indonesia puji dunia cepat turun tular cepat vaksinasi stokvaksinterkendali;1
perintah ajak masyarakat vaksinasi pilihpilih vaksin vaksin aman khasiat stokvaksinterkendali;1
otw gi vaksin;1
ya allah sang chi udah tayang bioskop sertifikat vaksin bgst blom dah bulan;0
kawan cakap kau ambil vaksin kena covid ya betol tu mcm kau pegi sekolah bodoh jugak simple;1
tular turun program vaksinasi dikendorkan upaya bangun herd immunity cepat stokvaksinterkendali;1
mls bgt anjirr vaksin huhuu;0
neh tanggung yg bijak wajib vaksin jokowi budigsadikin kemenkesri profesorzubairi drpriono knp dprri komnasham muipusat muhammadiyah haedarns ylkiid diam banyak jadi yg timpa rakyat pasca vaksin tolong;0
mari dorong kelompok lansia vaksin yakin daftar antar vaksinasi dekat imbau menkominfo stokvaksinterkendali;1
jam pasca vaksin reaksi hehe;1
makasih bngttt btstwt udh obat gabut ak ak rumah habis vaksin;1
ya ampun mgkn rejeki anak yg patuh protokol sehat vaksin covid x gacha hpnya desinfektan  sssr vyn selamat nderrr;1
gw kirain driver taksi ojek online udah vaksin balik gw drivernya udah vaksin belu  httpstconzzykwhcsu;0
ltnelcy ga dibolehin vaksin sedih;0
cepat ga asa udah aja aqu mama aqu vaksinasi covid rabu september kompas gramedia jakarta pusat   makacih joko widodo vaksin covid gratis        ;1
pecat sila tahan naik gaji potong elaun tindak keras ambil mcm mna murid nk vaksin cikgu pon nak;0
areajulid alhamdulillah yuk vaksin;1
johnny dorong perintah daerah capai vaksinasi rendah cepat luas program vaksinasi stokvaksinterkendali;1
datang vaksin stok vaksin aman stokvaksinterkendali httpstcoftdxbgsu;1
dom w dah vaksin w tau pas udh abis;1
fluffiehun why why why takut esok vaksin ;0
datang vaksin salah wujud hasil upaya diplomasi perintah indonesia tingkat optimal stokvaksinterkendali;1
tangan gua sakit njir abis vaksin;0
convomf vaksin aja gpp bego nder;0
turun laju infeksi covid putus mata rantai pandemi covid lindung generasi derita infeksi covid vaksin percepatkekebalankomunal capai herd immunity;1
nggak sedegdegan ngaku udah vaksin sumpah aneh emg orang yg nganggep vaksin proooo something sumpah tuh anggap kek khianat bohong;0
klu kad vaksin tp dorang sijil digital mmg naya oiii sia sia kena cop kad vaksin palsu ;0
johnny upaya sedia vaksin rakyat indonesia perintah optimal upaya diplomasi antarnegara stokvaksinterkendali;1
vaksin covid manfaat lindung tubuh jatuh sakit akibat covid timbul kebal spesifik tubuh percepatkekebalankomunal capai herd immunity;1
vaksin covid manfaat lindung tubuh jatuh sakit akibat covid timbul kebal spesifik tubuh percepatkekebalankomunal capai herd immunity;1
restycayah rumania masyarakat nya tolak vaksin kemarin perintah rumania tutup kegiatay vaksin;0
ak hbs vaksin g ya gel doang ni tangan   gada ngantukk laper bom y;1
perintah upaya keras kosong stok vaksin menkominfo stokvaksinterkendali httpstcormdljefiw;1
haritu prg vaksin dorang salah key in no ic dh complete dose pon sijil digital takde dah bgitau kt ppv haritudah isi jgk helpdesk kt mysejahtera sijil digital bukti vaksin takde korang klu tau nk mcm mna please nak tolong  ;0
wei adik excited vaksin jerit jerit cam orang gilo  ;1
menkominfo johnny g plate perintah vaksin distribusi lokasi indonesia stokvaksinterkendali;1
bertanyarl sih gua ntar kelar vaksin mulut gua bunga gitu;1
menfesssyg kmrn gue abis vaksin langsung makan seblak;1
stok vaksin banten juta dosis dinkes banten waspada klaster varian mu httpstcoqrhjedqtic;0
pindah cikgu tu pi dalam degil nak susah orang;0
habis vaksin laper ;1
markonah pengin gak vaksin tp dpt sertifikat ajaada gak ya  ;0
wkwk udh vaksin;1
cepat ga asa udah aja aqu mama aqu vaksinasi covid rabu september kompas gramedia jakarta pusat   makacih joko widodo vaksin covid gratis        ;1
bgmn jokowi tpt mall dll kursi ksh jarak ikut atur perintah vaksin koq langgar atur perintah orang suruh dempet bentak sy suruh tugas lurah krn sy kosong bangku belah sy utk jarak;0
chelinefoxzy endak tau vaksin ;0
googleindonesia vaksin laku lepas vaksin tinggal imun nya ga kuat;0
td nganterin nyokap vaksin taksi online ngobrol drivernya eh blm vaksin     emang knp p  httpstcoojkuvayja;0
peras la nyah kena ambik nd dose vaksin enha comeback     ;1
bgmn jokowi tpt mall dll kursi ksh jarak ikut atur perintah vaksin koq langgar atur perintah orang suruh dempet bentak sy suruh tugas lurah krn sy kosong bangku belah sy utk jarak;0
udah bilang tong rakyatynya taat prokes ga nolak vaksin ga kadrun yg anggap covid prokes vaksin konspirasi komunis utk lemah umat islam ga taat prokes ga vaksin ;0
ajak warga vaksin bhabinkamtibmas lurah karangasem bripka ni putu prajnacita sambang lokasi vaksinasi posko satgas gotong royong desa susu karangasem rabu polreskarangasemid karangasem;1
gue abis vaksin cek peduli lindung pas masukin nik nik ga valid gimana deh nik udah bener tt;0
daeng muhammad hak warga cair bpum halang vaksin fraksi pan dpr ri httpstcoircqwbx;0
anjirt dah vaksin tgl sampe skarang blm sertifikat masuk mall ga pdhl dah vaksin;0
udah ngejadwal meeting jam ujugujug vaksin atur ulang jadwal saking fullnya agenda anggota team ketemu jam sore alias habis cob  kemarin agenda meeting jam besok   ;0
natchajong nungguin kartu vaksin ngga kelar kakk ;0
eh njir sumarecon pingsan gara gara vaksin dosis pake sinovac dosis pake pfizer;0
cepat ga asa udah aja aqu mama aqu vaksinasi covid rabu september kompas gramedia jakarta pusat   makacih joko widodo vaksin covid gratis        ;1
kalo gue mah aja vaksin yg vaksin jgn nunggu vaksin abcd gue x ga dpt kuota mulu rebut pdahal jawa;1
beres vaksin tidur  kerja quda ;1
tnipolri sukses vaksinasi masyarakat bhabinkamtibmas babinsa desa patok laksana pantau s  httpstcofiepcsmm;1
menkominfo sebut indonesia puji dunia cepat turun tular cepat vaksinasi stokvaksinterkendali;1
perintah ajak masyarakat vaksinasi pilihpilih vaksin vaksin aman khasiat stokvaksinterkendali;1
orang mah udh dri tau gua vaksin   btw lengan bet astagaa     httpstcohccspzcq;1
celestialxmoon jd salesnya sbux gmn na  lusa deh pulang vaksin beli;1
mmnyggi hbs bgt vaksin trus dapet kali lipat nyeri heuuu eh curhat;1
tular turun program vaksinasi dikendorkan upaya bangun herd immunity cepat stokvaksinterkendali;1
jadwal kartu tgl sih rsnya jadwalin tgl trus udh vaksin kota tgl kemaren;1
juang vaksin ;0
mari dorong kelompok lansia vaksin yakin daftar antar vaksinasi dekat imbau menkominfo stokvaksinterkendali;1
curiga vaksin dosis kemarin kek ngga suntik az suntik cair malas bawa ngantuk letoy mulu hari ;0
pagi pi ppv nak send adik vaksin perhhh ramai wei dak sekolah;0
johnny dorong perintah daerah capai vaksinasi rendah cepat luas program vaksinasi stokvaksinterkendali;1
datang vaksin stok vaksin aman stokvaksinterkendali httpstcoourwqltzz;1
cepat ga asa udah aja aqu mama aqu vaksinasi covid rabu september kompas gramediajakarta pusat   makacih joko widodo vaksin covid gratis        ;1
lewat gunung lembah vaksin ;1
after vaksin eheheheheheheheh neng banget alhamdulillah;1
cheerfuluna offline cuy jgn lupa vaksin y ;1
banjarbase sudaah and sdh be vaksin min x;1
army dokter nanyaini gappa minum obat iniaku abis vaksin btw;1
efek vaksin parah yg pertamaa hari lemes puyeng demam kalo orang  nafsu makan l  httpstcolhibscjiey;0
hy ges ak hbis vaksin;1
habis vaksin badan langsung melehoy;0
nak vaksin cepat pls ;1
vaksin covid manfaat lindung tubuh jatuh sakit akibat covid timbul kebal spesifik tubuh percepatkekebalankomunal capai herd immunity;1
mana syarat udah vaksin gimana yg vaksin karna sembuh covid dll gak kompensasi nya;0
moonareas trial jangka vaksin astra anjir;0
flunchashlan vaksin beb sembako ;1
pfizerbiontech vaksin covid aman protektif anakanak httpstcoopzbv pfizer biontech corona covidvic covid;1
indonesia who senyum tertawa geli liat antri vaksin negara kacung ny bgt tunduk abdi smp anak aja nang ampun bejek paksa suntik fucksin warga ny girang banget vaksin httpstwittercomhelmifelisstatus;0
radenwijaya buru sdh masuk no antri    antri vaksin;0
knp habis vaksin jd ngantuk bgt bgt bgt ya ;1
bisa w lupa vaksin;0
vaksin astra banget nunggu  e tanggal vaksin si ga sabar banget  ;1
hanyapaa ga berani protes denda k kl gak vaksin hahahaha;0
vaksin asliii sakit bgt kek gel gel gt tgn gw;0
manfaat vaksin covid salah satu cegah virus corona sebar mungkin mutasi kebal vaksin percepatkekebalankomunal capai herd immunity httpsinstagramcompcuhpffvymutmmediumtwitter;1
sejuk gila dlm opis ni kompom gatal kaki sbb kulit kering sensitive btoi kulit vaksin ni;0
anterin vaksin jeng sri yeay jeng sri dah full vaccinated ga niat duluan tibatiba tugas nyamperin nanya dapet antri diduluin masuk kategori nyerobot buah perilaku;1
turun laju infeksi covid putus mata rantai pandemi covid lindung generasi derita infeksi covid vaksin percepatkekebalankomunal capai herd immunity;1
hii gw vaksin;1
habis vaksin kmrn gak masak untung hebit ya wkwk solusi biar makan ttp sehat beli pepes tuna nasi pake nasi merah tambah telur plus sayur n sambel pake promo gr b kotak ribu aja isi lupa foto dah laper ;1
abis vaksin ku ampuh tidur siang;1
alhamdulillah gas puncak weekend nongkrong temen kampus udah vaksin buka masker ;1
vaksin jugaaa smoga sehat tubuhkuuu;1
pas vaksin nya ga rasa anjr tpi pas udahan nya lho  cape badan nya pls;1
ayo vaksinasi  sentra vaksinasi mnc peduli yuk daftar diri orang dekat vaksin lindung  httpstcobuciwnrop;1
fyxsch bertanyarl mjb truk isi vaksin biar zombie film resident evil cmiiw;0
bertanyarl aja nder vaksin bae;1
ngudvut gua abis vaksin tidur enak bat;1
tdnya w mo treatment bgt dah halang vaksin ato ga slot udah penuh hiks;0
habis vaksin dah u ;1
guys udah vaksin dateng yuk vaksinasi sabuga tanggal september lupa abadi momen upload media sosial tag axisgsm dapetin ekstra kuota gb tunggu ya;1
vaksin tentrem mall  yey clear alhamdulillah  ;1
faheemyounus stop vaksin sehat vaksin njurnjur;0
gua vaksin ribet bgt dh nonton doang;0
abis vaksin lemes bgt untung ditemenin umin  ;0
abis vaksin enak lihat lihat meja kerja;1
areajulid elahh gua aja vaksin gak sertifikat vaksin gue;0
ih asik bgt ak udh vaksin lanjalan salon mall deh abis           ;1
vaksin covid manfaat lindung tubuh jatuh sakit akibat covid timbul kebal spesifik tubuh percepatkekebalankomunal capai herd immunity;1
takutnye nk g vaksin esok   ;0
 cip  vaksin heboh ngontrol manusia bentuk aplikasi gan  jering  ;0
partonoadjem temen gitu fafifu banget vaksin anak pdhl nikah anak ;0
glknku pandemi habis sih normal ngga pake kartu vuksan vaksin vuksan vaksin;0
bertanyarl abis vaksin langsung zombie astagfirullah bagi grup chat wa keluarga hindar bahaya;0
bener kemarin udah hopeless udah vaksin status pedulilindungi gak update ;0
pala w puyeng bgt abis vaksin bekas vaksin jg cenat cenut kek lagu smash;0
pas gue vaksin w nakut  in vaksin kena hoax video whatsapp eh ken vaksin gara  temen  nya vaksin    ;1
giat awal vaksin covid dinkes provinsi sumsel dinkes polres pagaralam personil polres pagaralam personil polriuntukrakyat sukseskanvaksinasi bersamacegahcovid;1
kena cucuk tu sakit bbrp jam lepastu dah kebas and sakit ak vaksin smlm and lg sakit tu harini and pening sikit antuk cepat lapar;0
jumat besok vaksin dosis  ;1
vaksin covid manfaat lindung tubuh jatuh sakit akibat covid timbul kebal spesifik tubuh percepatkekebalankomunal capai herd immunity;1
turun laju infeksi covid putus mata rantai pandemi covid lindung generasi derita infeksi covid vaksin percepatkekebalankomunal capai herd immunity;1
tementemen mohon doa besok vaksin moga baikbaik aamiin aamiin ya robbalalamiin gtlt ;1
mari katong samasama wujud herd immunity deng laksana vaksin percepatkekebalankomunal capai herd immun  httpstcosbhuxvdzd;1
detikcom alhamdulilah udah vaksin  ;1
  ikut kembang nya sok pintar suara anti vaksin logika nyomot berita sosmed yg jadi bahan biar pintar tntng vaksin;1
vaksin covid manfaat lindung tubuh jatuh sakit akibat covid timbul kebal spesifik tubuh percepatkekebalankomunal capai herd immunity;1
oshi vaksin vaksin   celinejkt httpstcoilzgbqz;1
sinaronline wajar la kompoun rm amik vaksin haramtipu sijil vaksin halal;0
ayo vaksin   vaksin gerai vaksinasi presisi buka layan vaksinasi me  httpstcowgwgeuzva;1
mlimams jawafess ngomongo kro sing nyuntik mas vaksin e diombe ae entuk ora;1
sinaronline masyukkkk ingat vaksin saje kaya jual sijil vaksin palsu ;0
ayo ikut vaksinasi covid rangka vaksinasi merdeka rabu september sd wib  httpstcokgtajme;1
areajulid pertahanin ya orangorang langsung tetep jaga prokes wajib vaksin;1
detikcom abis vaksin ubah jd beruang kutub  depoookkkkk kota terrrrabsurd endonesaaahhhh;0
irvanwis peran dpr tekan vaksin siswa aman ikut ajar tatap muka ptm sekolah;1
abis vaksin mderna bismillah moga kipinya sahabat huhuhu;1
slowresp ya mw vaksin;1
bertanyarl jaga prokes ya guys vaksin vaksin stay healthy ya;1
tetehdrinktea helmialvares bdngfess gitu ya kaya nyeritain juang dapet vaksin;0
besok sekolah vaksintpi sy vaksin    ;1
sinovac pas v gel efek laper pas v sunti ga asa sih efek lapernya ibu sampe nanya makan ya abis vaksin wkwkwk;1
gel bgt habis vaksin  ;0
omsamid vaksin mah udah lengkap wkwkwk  mengpartty blackpink ;1
efek vaksin badan gua telat bat anjir skrng bad nyeri kek nya otw demam;0
susah cari vaksin ;0
tooruuw sakit dr vaksin pokok  ;0
pls siapaun yg mrasa temenan sm ajak sy nonton sangchii ajak emak tp kayak lemes bgt habis vaksin     ;0
babyyrohaa makaciii beebb  efek vaksin si tp ku ga expect demam dahsyat  janlup mamm;0
florentinverena vaksin gih biar masup bioskop wkwk;1
sayaaslinyadua vaksin tu kali ga si yg;1
thisoici sakit dr vaksin pokok ;0
bertanyarl neng gw habis vaksin ;1
vaksin moderna alhamdulillah gapapa gel aja tangan yg bekas sunti sempet pusing tp bentar aja bawa tidur ilang;1
abis vaksin dosis doppingann nya nasi padang rendang skr kopi gilee ya mas kliyengan dikit coy   ;0
ayo takut vaksin selamat;1
yg bilang vaksin gasakit;0
fintaejk kemaren vaksin sakit ;0
gak vaksin gak sekolah susah tinggal kawin aja alah sia boy ucah si kntl depan jual pop ice;0
hynexbe parno bgt besok vaksin;0
boboiboih ngga sakit ak abis vaksin nih  ;1
abis vaksin dosis langsung gas ngemie ayam;1
foodfess abis vaksin beli mie ayam ;1
mitaanggraini mari vaksin selak mudun layar film e;1
akuuu dah vaksin  httpstcopwhkeccj;1
abis vaksin tiga gadapet piring cantik;1
any feedback for those dah ambil vaksin takut ni  lepas baca kawan cakap sakit and tangan kebas  ;0
we got exam time vaksin tu  pastu nak tangguh exam ;0
salah close contact supporting staffs yg positive covid after fully vaccinated rtk pcr kali still result negative so siapa ambil vaksin tolong pergi putus rantai covid ni selamat your family from this virus    ;1
ochisukshi iya gua vaksin tempat kerja eh gbs tp gua coba vaksin bogor;0
guys yg dom malang kalo vaksin buru umm buka vaksinasi grates daftar lgsg bgt   dosis infomalang diskeskomal;1
sertifikat vaksin gue ko ga ya;0
vaksin dapet moderna side effect nya mori apeuda ngak efek marem sih linu bekas sunti ngantuknya gilaaa temenku dosis efek sampe demam gatau dah moga besok gak demam;1
habis vaksin suruh ambil paket beras terimakasih gereja cinta;1
efek vaksin pfizer ko laper sih bawa  perih udah makan pagi amp siang;1
kepala gue pusing bgt efek vaksin ya  ;0
vaksin virus obat vaksin aneh hiv dbd gk obat jg vaksin aids;0
butterfleees huaaaa jd tkt vaksin keduaaa gua jdnyaa   ;0
gatal pulak tangan vaksin tu ish;0
presiden vaksinasi provinsi banten gencar arusbaik vaksinasi;1
bikin story nunggu antri vaksin pas vaksin kemarin puskesmas langsung suruh tensi habis langsung suntik;1
kecundang vaksin pasal;0
ydzuha semangat vaksin;1
nazzhr ws vaksin;1
gimana ya takut ga sertif vaksin vaksin do beda lokasi;0
vaksin moderna moga panas ;1
enam udah steril berat tau kalo vaksin dokter vaksin kalo kucing vaksin nginep sana puasa steril;1
senin vaksin pfizer selasa tumbang rabu normal ;1
udah vaksin habis vaksin pusing banget ya ;0
cepat dapat vaksin kena duduk cebik camni httpstcowvwcixzab;1
mak dah marah kejap tangguh vaksin kejap kena ambik vaksin moga kalini kena scam cikgu sekolah   ;0
mynmeisf zarazettirazr jual vaksin gratis dr who aja teh psti untung gede kaya bsa lngsung nglonjak loh;0
maless bgt kalo udah vaksin nunggunya hhhh ngantuk pls;0
keluarga vaksin pertamq lgsg gk ena badan  w doank yg beda pas vaksin meriang nya cuman bbrp jam doank nya tdr mulu ;0
yey selesai vaksin sy antuk;1
karirfess coba tunggu deh sampe minggu vaksin;1
ni abis vaksin sakit;0
takut nak vaksin esok;0
weh takut jarum lepastu kawan dah vaksin pergi takut takut  ;0
abis vaksin rada rada sumeng dikit udah mending alhamdulillah im strong hyzaaa;1
sial gue degdegan dahal vaksin ;0
w udh vaksin x tp sertifikat vaksin w gk nongol peduli lindung  gimana nonton bioskop coba ;0
moga vaksin;1
daerah hak vaksin serbuanvaksinasi slw pangdam siliwangi luncur vaksinasi wilayah isolasi d  httpstcohotjetokpj;1
indonesia terima vaksin covid juta dosis httpsbaperanewscomindonesiakembaliterimavaksincovidsebanyakjutadosis nestle  capai herd immunity pon xx papua bangtan live box misterius erick thohir allrounderjinyoungday;1
gitajisung w vaksin sekul org huhu malu bgtt gtlt;1
engga gel vaksin;1
plindungi kak ayah udah minggu sertif vaksin coba call cs nih kak customer service nomor hubung;0
indonesia terima vaksin covid juta dosis httpsbaperanewscomindonesiakembaliterimavaksincovidsebanyakjutadosis jkwetmajukankrakatausteel percepatkekebalankomunal ppkmmembawadampakbaik usaha mandiri utksemua stopfitnahfpi bangga juang syariah megan ikon made me proud allrounderjinyoungday;1
darjofess vaksin masmbak e;1
indonesia terima vaksin covid juta dosis httpsbaperanewscomindonesiakembaliterimavaksincovidsebanyakjutadosis  syariahsumberkeberkahan lee jeno thank you semuamakinmudah starsforseungmin dakwahsyariahislam tinggal vaksin lindung indonesia partai plnmobile;1
restamojokerto vaksin cepat kebal komunal;1
jaemcityx blum pulang vaksin ngantuk bgt  ;1
ask udh vaksin dosis tp sertifikat nya gak muncul ya apk nunggu bbrp makasih yaaa;1
sumprit berita keren banget terima kasih jokowi ayo dukung upaya perintah kalah si covid tingkatin disiplin prokes ikut vaksin lupa wooyy masker wooyy   ;1
restamojokerto ayo vaksin biar kebal;1
yall otw nak vaksin;1
gue besok vaksin deg degan  ;1
pagi vaksin moderna pas suntik ga sakit yg ngantuk laper yg bayang otak makan aja ;1
restamojokerto ayo vaksin;1
vaksin capa herd immunity kebal tubuh virus covid ayo dulur vaksin percepatkekebalankomunal capai herd immunity;1
vaksin sakit ya ky digegel biawak;0
humasrestuban lupa vaksin ya percepatkekebalankomunal capai herd immunity;1
andeloemoet vaksin;1
lusa vaksin beli eskrim moga g demam;1
karinaaein udah vaksin;1
chip vaksin kemarin kepake;1
abis vaksin;1
rainnygun iya cb aja kl gasibuk kl ga ya kirim email kl msh gbs cb tempat vaksin jannn tugas baik gmn;1
haiigue selesai vaksin;1
abis vaksin skrng sy ngantuk bgt;1
annisasa pengarangsajak triwul nakula datang vaksin salah wujud hasil upaya diplomasi perintah;1
kaum antivax protes usaha yg terap bijak mandatory vaksin requirement hiring nya karyawan adl aset usaha hak lindung kerja nya ga suka bijak tsb silah carilamar usaha yg simple;0
polri gelar vaksinasi massal dosis gerai vaksinasi masyarakat vaksin covid gratis percepatkekebalankomunal capai herd immunity;1
sobat vaksin ayo sob laku vaksinasi vaksin syarat utama pergi vaksin jaga protokol sehat sehat sehat vaksincovid ayovaksin takesyoueverywhere;1
aja selesai vaksin dosis moderna puskesmas telat jadwal asli rada kecewa sih ga ya gimana stock dosis nya ready h puskesmas vaksin dosis ga usaha jemput bola;0
hndk vaksin pdhl beisukan td sungsung sekali malam td jam haur mauk ja kepala lwn muntah pdhl sdh nukar susu beruang jua;0
beli cilok aja nunjukin vaksin mah;0
bertanyarl alhamdulillaaaah tetep jaga prokesnya tementemen vaksin ya ;1
tolong henti bodoh wajib vaksin selesai kipi jadi ikut pasca imunisasi klo v  httpstcoijgtvvv;0
jam vaksin nd doses bekas sunti rasa gel laper banget kelar makan ngantuk super kenyang sakit kelar makan;0
vaksin vaksin migrain konsisten sih;0
sekretariatumum vaksin kebal tubuh;1
mau moderna nakes aja blm booster bossvaksin baik yg sedia pilih vaksin keduluan virus aktif rasa;0
heeseungjawa asli sebel bgt gamau vaksin rugi orang;0
daisyndelions happy st dose alin waa comelnyaa  i nak bawak chenle gi vaksin hehe ;1
annisasa pengarangsajak sahabatsaber yradianto ayo dukung vaksin nusantara;1
stanmenfess dpt vaksin ga efek nder lengan kaya ditampol orang lurah;1
ye covid konspirasi nk lenyap golong bodoh sombong bangang muka bumi ni dh terang statistik anti vaks mati lbh ramai dr vaksin lg bangang jd mmg bagus la org mcm anti vaks ni cpt hapus dr bumi ni;0
undang gada samasekali jam vaksin alhasil pake berangkat jam yg kaya vaksin aja jam pagi jadwal vaksin hari daftar vaberaya khusus vaksin puskesmas dosis jadwal vaksin vaksin lurah pake kupon;0
kabar gembira diri vaksin x dosis lengkap tempat puskesmas dekat alias meter rumah ;1
besok vaksin tp ni badan lemes sakit duh;0
setkabgoid vaksin cepat milih ditangerang bojong nangka kelapa pake kk yg musti dukcapilnyakalau bisabelum mundar mandir ribet banget sihyg mudah musti sulit ktp sdh;1
